"ID","e1","e2","treatment","nAnimals","social_info","s","period","confidence","social_confidence","age","gender","time_estimate.1","time_estimate.2","uncertainty","confidence_other","confidence_self_category","confidence_self","social_confidence_factor","norm1","std_error","under","under_factor","copy","stay","diff_conf","heuristic","heuristic_f","interaction","interaction_f","linetype","experiment","playerNr","state","target_found","direction","president","identification","news","trust","peace","ownParty","politicsLadder","newssource","newssource2","extrasource","feedback","expertise","confidence_self_number","confidence_other_number","state_type","state_type_factor","favorability","favorability_fact","same_majority","same_majority_fact","conditions","percDem","winner","state_short","population","diff1","diff2","improvement"
4,119,100,1,93,94,0.76,11,8,7,54,"male",7,9,"Low","High",2,"High","7",1.27956989247312,0.396077119559262,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,128,117,0,84,90,0.289473684210526,12,9,3,54,"male",9,14,"High","Low",2,"High","3",1.52380952380952,0.640316750895668,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,116,93,0,79,93,1,14,8,4,54,"male",6,7,"High","Low",2,"High","4",1.46835443037975,0.584861657465891,1,"overestimate",1,0,-4,3,"Copy",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,114,87,0,57,87,1,15,8,10,54,"male",7,7,"High","High",2,"High","10",2,1.11650722708614,1,"overestimate",1,0,2,3,"Copy",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,113,90,1,94,90,1,16,9,9,54,"male",8,8,"Low","High",2,"High","9",1.20212765957447,0.318634886660612,1,"overestimate",1,0,0,3,"Copy",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,102,85,1,98,85,1,19,7,7,54,"male",7,11,"Low","High",2,"High","7",1.04081632653061,0.157323553616756,1,"overestimate",1,0,0,3,"Copy",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,107,83,0,62,83,1,20,10,7,54,"male",5,6,"High","High",2,"High","7",1.7258064516129,0.842313678699047,1,"overestimate",1,0,-3,3,"Copy",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,100,94,1,93,67,0.181818181818182,1,9,3,28,"male",5,6,"Low","Low",2,"High","3",1.0752688172043,0.191776044290445,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,83,80,0,57,66,0.176470588235294,5,7,1,28,"male",5,3,"High","Low",2,"High","1",1.45614035087719,0.572647577963337,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,82,76,0,44,72,0.6,7,7,1,28,"male",4,3,"High","Low",2,"High","1",1.86363636363636,0.980143590722508,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,84,79,1,58,66,0.277777777777778,13,7,8,28,"male",4,4,"Low","High",2,"High","8",1.44827586206897,0.56478308915511,1,"overestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,101,97,0,79,81,0.2,14,8,7,28,"male",14,3,"High","High",2,"High","7",1.27848101265823,0.394988239744372,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,32,36,1,44,40,0.5,17,9,10,28,"male",5,4,"Low","High",2,"High","10",0.727272727272727,-0.156220045641129,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,77,106,1,93,110,0.878787878787879,1,8,4,29,"male",5,10,"Low","Low",2,"High","4",0.827956989247312,-0.0555357836665441,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,50,55,1,58,60,0.5,3,7,10,29,"male",15,3,"Low","High",2,"High","10",0.862068965517241,-0.0214238073966146,-1,"underestimate",0,0,3,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,71,72,1,79,85,0.0714285714285714,4,10,9,29,"male",8,6,"Low","High",2,"High","9",0.89873417721519,0.0152414043013339,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,69,66,1,44,55,0.214285714285714,7,9,8,29,"male",3,5,"Low","High",2,"High","8",1.56818181818182,0.684689045267962,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,70,76,0,98,84,0.428571428571429,9,8,4,29,"male",7,4,"High","Low",2,"High","4",0.714285714285714,-0.169207058628142,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,60,62,1,93,67,0.285714285714286,11,8,3,29,"male",8,4,"Low","Low",2,"High","3",0.645161290322581,-0.238331482591275,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,73,82,0,84,87,0.642857142857143,12,7,7,29,"male",10,4,"High","High",2,"High","7",0.869047619047619,-0.0144451538662369,-1,"underestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,82,77,0,58,66,0.3125,13,8,3,29,"male",5,5,"High","Low",2,"High","3",1.41379310344828,0.53030033053442,1,"overestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,77,87,0,79,93,0.625,14,7,8,29,"male",3,5,"High","High",2,"High","8",0.974683544303797,0.0911907713899415,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,64,60,1,57,51,0.307692307692308,15,9,1,29,"male",4,5,"Low","Low",2,"High","1",1.12280701754386,0.239314244630004,1,"overestimate",0,0,-8,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,77,82,1,94,90,0.384615384615385,16,7,3,29,"male",4,3,"Low","Low",2,"High","3",0.819148936170213,-0.0643438367436432,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,81,72,0,44,58,0.391304347826087,17,7,4,29,"male",3,4,"High","Low",2,"High","4",1.84090909090909,0.957416317995235,1,"overestimate",0,0,-3,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,82,77,0,76,65,0.294117647058824,18,8,7,29,"male",6,9,"High","High",2,"High","7",1.07894736842105,0.195454595507197,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,77,80,1,98,90,0.230769230769231,19,7,3,29,"male",2,6,"Low","Low",2,"High","3",0.785714285714286,-0.0977784871995703,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,73,68,1,62,57,0.3125,20,7,7,29,"male",4,4,"Low","High",2,"High","7",1.17741935483871,0.293926581924854,1,"overestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,62,75,0,84,75,1,2,7,7,43,"female",9,8,"High","High",2,"High","7",0.738095238095238,-0.145397534818618,-1,"underestimate",1,0,0,3,"Copy",4,"HH","1","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,35,38,0,76,40,0.6,8,4,10,43,"female",6,9,"High","High",1,"Low","10",0.460526315789474,-0.422966457124382,-1,"underestimate",0,0,6,2,"Compromise",2,"LH","88","Experiment 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
