"ID","e1","e2","treatment","nAnimals","social_info","s","period","confidence","social_confidence","confidenceTreatment","age","gender","gender_factor","time_estimate.1","time_estimate.2","uncertainty","confidence_other","confidence_self_category","confidence_self","social_confidence_factor","norm1","std_error","under","under_factor","copy","stay","diff_conf","heuristic","heuristic_f","interaction","interaction_f","linetype","experiment"
2,60,62,0,93,67,0.285714285714286,11,5,3,1,41,2,"male",6,9,"High","Low",2,"Medium","3",0.645161290322581,-0.238331482591275,-1,"underestimate",0,0,-2,2,"Compromise",NA,NA,NA,"Experiment 1"
2,56,59,1,84,67,0.272727272727273,12,3,4,1,41,2,"male",6,7,"Low","Low",1,"Low","4",0.666666666666667,-0.216826106247189,-1,"underestimate",0,0,1,2,"Compromise",1,"LL","11","Experiment 1"
2,23,24,1,58,30,0.142857142857143,13,5,1,1,41,2,"male",8,8,"Low","Low",2,"Medium","1",0.396551724137931,-0.486941048775925,-1,"underestimate",0,0,-4,2,"Compromise",NA,NA,NA,"Experiment 1"
2,76,82,1,79,95,0.315789473684211,14,5,5,2,41,2,"male",5,6,"Low","Medium",2,"Medium","5",0.962025316455696,0.0785325435418402,-1,"underestimate",0,0,0,2,"Compromise",NA,NA,NA,"Experiment 1"
2,52,55,0,57,63,0.272727272727273,15,4,3,1,41,2,"male",6,8,"High","Low",1,"Low","3",0.912280701754386,0.0287879288405299,-1,"underestimate",0,0,-1,2,"Compromise",1,"LL","11","Experiment 1"
2,49,51,1,94,59,0.2,16,5,6,2,41,2,"male",4,8,"Low","Medium",2,"Medium","6",0.521276595744681,-0.362216177169175,-1,"underestimate",0,0,1,2,"Compromise",NA,NA,NA,"Experiment 1"
2,21,24,0,44,32,0.272727272727273,17,4,6,2,41,2,"male",5,8,"High","Medium",1,"Low","6",0.477272727272727,-0.406220045641129,-1,"underestimate",0,0,2,2,"Compromise",NA,NA,NA,"Experiment 1"
2,31,32,1,76,37,0.166666666666667,18,6,10,3,41,2,"male",6,8,"Low","High",2,"Medium","10",0.407894736842105,-0.475598036071751,-1,"underestimate",0,0,4,2,"Compromise",NA,NA,NA,"Experiment 1"
2,40,44,0,98,53,0.307692307692308,19,4,4,1,41,2,"male",5,7,"High","Low",1,"Low","4",0.408163265306122,-0.475329507607734,-1,"underestimate",0,0,0,2,"Compromise",1,"LL","11","Experiment 1"
2,34,38,1,62,46,0.333333333333333,20,5,7,3,41,2,"male",8,7,"Low","High",2,"Medium","7",0.548387096774194,-0.335105676139662,-1,"underestimate",0,0,2,2,"Compromise",NA,NA,NA,"Experiment 1"
3,60,63,1,93,70,0.3,1,8,7,3,25,2,"male",5,10,"Low","High",3,"High","7",0.645161290322581,-0.238331482591275,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
3,29,29,0,84,34,0,2,8,10,3,25,2,"male",3,5,"High","High",3,"High","10",0.345238095238095,-0.538254677675761,-1,"underestimate",0,1,2,1,"Stay",4,"HH","1","Experiment 1"
3,23,23,0,58,30,0,3,9,1,1,25,2,"male",7,3,"High","Low",3,"High","1",0.396551724137931,-0.486941048775925,-1,"underestimate",0,1,-8,1,"Stay",3,"HL","3","Experiment 1"
3,25,25,0,79,18,0,4,10,1,1,25,2,"male",4,3,"High","Low",3,"High","1",0.316455696202532,-0.567037076711324,-1,"underestimate",0,1,-9,1,"Stay",3,"HL","3","Experiment 1"
3,68,68,1,57,53,0,5,7,6,2,25,2,"male",3,2,"Low","Medium",3,"High","6",1.19298245614035,0.309489683226495,1,"overestimate",0,1,-1,1,"Stay",NA,NA,NA,"Experiment 1"
3,28,28,0,94,36,0,6,9,2,1,25,2,"male",5,6,"High","Low",3,"High","2",0.297872340425532,-0.585620432488324,-1,"underestimate",0,1,-7,1,"Stay",3,"HL","3","Experiment 1"
3,51,51,1,44,41,0,7,9,8,3,25,2,"male",7,4,"Low","High",3,"High","8",1.15909090909091,0.275598136177053,1,"overestimate",0,1,-1,1,"Stay",4,"HH","1","Experiment 1"
3,70,70,1,76,84,0,8,5,2,1,25,2,"male",3,2,"Low","Low",2,"Medium","2",0.921052631578947,0.0375598586650914,-1,"underestimate",0,1,-3,1,"Stay",NA,NA,NA,"Experiment 1"
3,95,95,1,98,122,0,9,9,6,2,25,2,"male",5,4,"Low","Medium",3,"High","6",0.969387755102041,0.0858949821881848,-1,"underestimate",0,1,-3,1,"Stay",NA,NA,NA,"Experiment 1"
3,64,64,1,62,51,0,10,8,4,1,25,2,"male",2,3,"Low","Low",3,"High","4",1.03225806451613,0.148765291602273,1,"overestimate",0,1,-4,1,"Stay",3,"HL","3","Experiment 1"
3,26,26,0,93,39,0,11,9,5,2,25,2,"male",4,4,"High","Medium",3,"High","5",0.279569892473118,-0.603922880440738,-1,"underestimate",0,1,-4,1,"Stay",NA,NA,NA,"Experiment 1"
3,29,29,0,84,34,0,12,8,10,3,25,2,"male",3,3,"High","High",3,"High","10",0.345238095238095,-0.538254677675761,-1,"underestimate",0,1,2,1,"Stay",4,"HH","1","Experiment 1"
3,60,60,1,58,49,0,13,8,3,1,25,2,"male",3,4,"Low","Low",3,"High","3",1.03448275862069,0.150989985706834,1,"overestimate",0,1,-5,1,"Stay",3,"HL","3","Experiment 1"
3,82,82,1,79,67,0,14,8,9,3,25,2,"male",5,3,"Low","High",3,"High","9",1.0379746835443,0.154481910630448,1,"overestimate",0,1,1,1,"Stay",4,"HH","1","Experiment 1"
3,22,22,0,57,38,0,15,8,3,1,25,2,"male",5,3,"High","Low",3,"High","3",0.385964912280702,-0.497527860633154,-1,"underestimate",0,1,-5,1,"Stay",3,"HL","3","Experiment 1"
3,29,29,0,94,35,0,16,8,7,3,25,2,"male",10,3,"High","High",3,"High","7",0.308510638297872,-0.574982134615984,-1,"underestimate",0,1,-1,1,"Stay",4,"HH","1","Experiment 1"
3,21,21,0,44,27,0,17,9,1,1,25,2,"male",4,4,"High","Low",3,"High","1",0.477272727272727,-0.406220045641129,-1,"underestimate",0,1,-8,1,"Stay",3,"HL","3","Experiment 1"
3,36,36,0,76,45,0,18,8,6,2,25,2,"male",4,3,"High","Medium",3,"High","6",0.473684210526316,-0.40980856238754,-1,"underestimate",0,1,-2,1,"Stay",NA,NA,NA,"Experiment 1"
3,75,75,1,98,91,0,19,8,10,3,25,2,"male",3,4,"Low","High",3,"High","10",0.76530612244898,-0.118186650464876,-1,"underestimate",0,1,2,1,"Stay",4,"HH","1","Experiment 1"
3,71,71,1,62,57,0,20,8,7,3,25,2,"male",5,3,"Low","High",3,"High","7",1.14516129032258,0.261668517408725,1,"overestimate",0,1,-1,1,"Stay",4,"HH","1","Experiment 1"
4,116,123,1,93,110,-1.16666666666667,1,9,4,1,54,2,"male",6,12,"Low","Low",3,"High","4",1.24731182795699,0.363819055043133,1,"overestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
4,126,126,0,84,90,0,2,9,3,1,54,2,"male",12,12,"High","Low",3,"High","3",1.5,0.616507227086144,1,"overestimate",0,1,-6,1,"Stay",3,"HL","3","Experiment 1"
4,131,122,0,58,103,0.321428571428571,3,7,2,1,54,2,"male",11,9,"High","Low",3,"High","2",2.25862068965517,1.37512791674132,1,"overestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
4,117,109,0,79,93,0.333333333333333,4,6,8,3,54,2,"male",6,8,"High","High",2,"Medium","8",1.48101265822785,0.597519885313992,1,"overestimate",0,0,2,2,"Compromise",NA,NA,NA,"Experiment 1"
4,109,101,0,57,90,0.421052631578947,5,8,6,2,54,2,"male",5,9,"High","Medium",3,"High","6",1.91228070175439,1.02878792884053,1,"overestimate",0,0,-2,2,"Compromise",NA,NA,NA,"Experiment 1"
4,104,87,1,94,85,0.894736842105263,6,8,2,1,54,2,"male",6,9,"Low","Low",3,"High","2",1.1063829787234,0.222890205809548,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
4,125,87,1,44,72,0.716981132075472,7,9,1,1,54,2,"male",7,8,"Low","Low",3,"High","1",2.84090909090909,1.95741631799523,1,"overestimate",0,0,-8,2,"Compromise",3,"HL","3","Experiment 1"
4,118,94,1,76,94,1,8,7,9,3,54,2,"male",10,10,"Low","High",3,"High","9",1.55263157894737,0.669138806033512,1,"overestimate",1,0,2,3,"Copy",4,"HH","1","Experiment 1"
4,119,97,1,98,95,0.916666666666667,9,9,7,3,54,2,"male",5,9,"Low","High",3,"High","7",1.21428571428571,0.330792941371858,1,"overestimate",0,0,-2,2,"Compromise",4,"HH","1","Experiment 1"
4,116,108,1,62,97,0.421052631578947,10,10,6,2,54,2,"male",6,7,"Low","Medium",3,"High","6",1.87096774193548,0.987474969021628,1,"overestimate",0,0,-4,2,"Compromise",NA,NA,NA,"Experiment 1"
4,119,100,1,93,94,0.76,11,8,7,3,54,2,"male",7,9,"Low","High",3,"High","7",1.27956989247312,0.396077119559262,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
4,128,117,0,84,90,0.289473684210526,12,9,3,1,54,2,"male",9,14,"High","Low",3,"High","3",1.52380952380952,0.640316750895668,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
4,104,75,0,58,75,1,13,9,6,2,54,2,"male",5,10,"High","Medium",3,"High","6",1.79310344827586,0.909610675362006,1,"overestimate",1,0,-3,3,"Copy",NA,NA,NA,"Experiment 1"
4,116,93,0,79,93,1,14,8,4,1,54,2,"male",6,7,"High","Low",3,"High","4",1.46835443037975,0.584861657465891,1,"overestimate",1,0,-4,3,"Copy",3,"HL","3","Experiment 1"
4,114,87,0,57,87,1,15,8,10,3,54,2,"male",7,7,"High","High",3,"High","10",2,1.11650722708614,1,"overestimate",1,0,2,3,"Copy",4,"HH","1","Experiment 1"
4,113,90,1,94,90,1,16,9,9,3,54,2,"male",8,8,"Low","High",3,"High","9",1.20212765957447,0.318634886660612,1,"overestimate",1,0,0,3,"Copy",4,"HH","1","Experiment 1"
4,110,82,1,44,82,1,17,8,6,2,54,2,"male",5,9,"Low","Medium",3,"High","6",2.5,1.61650722708614,1,"overestimate",1,0,-2,3,"Copy",NA,NA,NA,"Experiment 1"
4,87,69,0,76,70,1.05882352941176,18,8,3,1,54,2,"male",4,8,"High","Low",3,"High","3",1.14473684210526,0.261244069191407,1,"overestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
4,102,85,1,98,85,1,19,7,7,3,54,2,"male",7,11,"Low","High",3,"High","7",1.04081632653061,0.157323553616756,1,"overestimate",1,0,0,3,"Copy",4,"HH","1","Experiment 1"
4,107,83,0,62,83,1,20,10,7,3,54,2,"male",5,6,"High","High",3,"High","7",1.7258064516129,0.842313678699047,1,"overestimate",1,0,-3,3,"Copy",4,"HH","1","Experiment 1"
5,100,94,1,93,67,0.181818181818182,1,9,3,1,28,2,"male",5,6,"Low","Low",3,"High","3",1.0752688172043,0.191776044290445,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
5,120,71,0,84,90,1.63333333333333,2,9,3,1,28,2,"male",5,5,"High","Low",3,"High","3",1.42857142857143,0.545078655657573,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
5,126,104,1,58,75,0.431372549019608,3,8,6,2,28,2,"male",3,6,"Low","Medium",3,"High","6",2.17241379310345,1.28892102018959,1,"overestimate",0,0,-2,2,"Compromise",NA,NA,NA,"Experiment 1"
5,54,96,0,79,65,3.81818181818182,4,9,2,1,28,2,"male",3,4,"High","Low",3,"High","2",0.683544303797468,-0.199948469116388,-1,"underestimate",0,0,-7,2,"Compromise",3,"HL","3","Experiment 1"
5,83,80,0,57,66,0.176470588235294,5,7,1,1,28,2,"male",5,3,"High","Low",3,"High","1",1.45614035087719,0.572647577963337,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
5,46,81,0,94,57,3.18181818181818,6,9,6,2,28,2,"male",3,4,"High","Medium",3,"High","6",0.48936170212766,-0.394131070786196,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
5,82,76,0,44,72,0.6,7,7,1,1,28,2,"male",4,3,"High","Low",3,"High","1",1.86363636363636,0.980143590722508,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
5,81,91,1,76,65,-0.625,8,7,3,1,28,2,"male",4,23,"Low","Low",3,"High","3",1.06578947368421,0.182296700770355,1,"overestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
5,90,98,1,98,110,0.4,9,6,7,3,28,2,"male",4,4,"Low","High",2,"Medium","7",0.918367346938776,0.0348745740249196,-1,"underestimate",0,0,1,2,"Compromise",NA,NA,NA,"Experiment 1"
5,15,23,0,62,20,1.6,10,7,10,3,28,2,"male",5,6,"High","High",3,"High","10",0.241935483870968,-0.641557289042888,-1,"underestimate",0,0,3,2,"Compromise",4,"HH","1","Experiment 1"
5,17,38,1,93,43,0.807692307692308,11,5,8,3,28,2,"male",5,8,"Low","High",2,"Medium","8",0.182795698924731,-0.700697073989125,-1,"underestimate",0,0,3,2,"Compromise",NA,NA,NA,"Experiment 1"
5,48,63,0,84,52,3.75,12,7,6,2,28,2,"male",6,3,"High","Medium",3,"High","6",0.571428571428571,-0.312064201485285,-1,"underestimate",0,0,-1,2,"Compromise",NA,NA,NA,"Experiment 1"
5,84,79,1,58,66,0.277777777777778,13,7,8,3,28,2,"male",4,4,"Low","High",3,"High","8",1.44827586206897,0.56478308915511,1,"overestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
5,101,97,0,79,81,0.2,14,8,7,3,28,2,"male",14,3,"High","High",3,"High","7",1.27848101265823,0.394988239744372,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
5,84,90,1,57,67,-0.352941176470588,15,8,4,1,28,2,"male",13,7,"Low","Low",3,"High","4",1.47368421052632,0.59019143761246,1,"overestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
5,91,97,1,94,103,0.5,16,6,7,3,28,2,"male",4,4,"Low","High",2,"Medium","7",0.968085106382979,0.0845923334691228,-1,"underestimate",0,0,1,2,"Compromise",NA,NA,NA,"Experiment 1"
5,32,36,1,44,40,0.5,17,9,10,3,28,2,"male",5,4,"Low","High",3,"High","10",0.727272727272727,-0.156220045641129,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
5,56,67,1,76,61,2.2,18,6,6,2,28,2,"male",3,7,"Low","Medium",2,"Medium","6",0.736842105263158,-0.146650667650698,-1,"underestimate",0,0,0,2,"Compromise",NA,NA,NA,"Experiment 1"
5,29,51,0,98,44,1.46666666666667,19,8,9,3,28,2,"male",5,4,"High","High",3,"High","9",0.295918367346939,-0.587574405566917,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
5,53,61,0,62,64,0.727272727272727,20,6,3,1,28,2,"male",3,4,"High","Low",2,"Medium","3",0.854838709677419,-0.0286540632364366,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
6,77,106,1,93,110,0.878787878787879,1,8,4,1,29,2,"male",5,10,"Low","Low",3,"High","4",0.827956989247312,-0.0555357836665441,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
6,26,36,0,84,41,0.666666666666667,2,9,6,2,29,2,"male",5,4,"High","Medium",3,"High","6",0.30952380952381,-0.573968963390046,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
6,50,55,1,58,60,0.5,3,7,10,3,29,2,"male",15,3,"Low","High",3,"High","10",0.862068965517241,-0.0214238073966146,-1,"underestimate",0,0,3,2,"Compromise",4,"HH","1","Experiment 1"
6,71,72,1,79,85,0.0714285714285714,4,10,9,3,29,2,"male",8,6,"Low","High",3,"High","9",0.89873417721519,0.0152414043013339,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
6,20,40,0,57,43,0.869565217391304,5,4,6,2,29,2,"male",8,5,"High","Medium",1,"Low","6",0.350877192982456,-0.5326155799314,-1,"underestimate",0,0,2,2,"Compromise",NA,NA,NA,"Experiment 1"
6,55,60,0,94,68,0.384615384615385,6,6,9,3,29,2,"male",7,3,"High","High",2,"Medium","9",0.585106382978723,-0.298386389935133,-1,"underestimate",0,0,3,2,"Compromise",NA,NA,NA,"Experiment 1"
6,69,66,1,44,55,0.214285714285714,7,9,8,3,29,2,"male",3,5,"Low","High",3,"High","8",1.56818181818182,0.684689045267962,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
6,70,78,1,76,85,0.533333333333333,8,9,6,2,29,2,"male",8,3,"Low","Medium",3,"High","6",0.921052631578947,0.0375598586650914,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
6,70,76,0,98,84,0.428571428571429,9,8,4,1,29,2,"male",7,4,"High","Low",3,"High","4",0.714285714285714,-0.169207058628142,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
6,62,72,0,62,78,0.625,10,7,6,2,29,2,"male",9,3,"High","Medium",3,"High","6",1,0.116507227086144,0,"correct",0,0,-1,2,"Compromise",NA,NA,NA,"Experiment 1"
6,60,62,1,93,67,0.285714285714286,11,8,3,1,29,2,"male",8,4,"Low","Low",3,"High","3",0.645161290322581,-0.238331482591275,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
6,73,82,0,84,87,0.642857142857143,12,7,7,3,29,2,"male",10,4,"High","High",3,"High","7",0.869047619047619,-0.0144451538662369,-1,"underestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
6,82,77,0,58,66,0.3125,13,8,3,1,29,2,"male",5,5,"High","Low",3,"High","3",1.41379310344828,0.53030033053442,1,"overestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
6,77,87,0,79,93,0.625,14,7,8,3,29,2,"male",3,5,"High","High",3,"High","8",0.974683544303797,0.0911907713899415,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
6,64,60,1,57,51,0.307692307692308,15,9,1,1,29,2,"male",4,5,"Low","Low",3,"High","1",1.12280701754386,0.239314244630004,1,"overestimate",0,0,-8,2,"Compromise",3,"HL","3","Experiment 1"
6,77,82,1,94,90,0.384615384615385,16,7,3,1,29,2,"male",4,3,"Low","Low",3,"High","3",0.819148936170213,-0.0643438367436432,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
6,81,72,0,44,58,0.391304347826087,17,7,4,1,29,2,"male",3,4,"High","Low",3,"High","4",1.84090909090909,0.957416317995235,1,"overestimate",0,0,-3,2,"Compromise",3,"HL","3","Experiment 1"
6,82,77,0,76,65,0.294117647058824,18,8,7,3,29,2,"male",6,9,"High","High",3,"High","7",1.07894736842105,0.195454595507197,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
6,77,80,1,98,90,0.230769230769231,19,7,3,1,29,2,"male",2,6,"Low","Low",3,"High","3",0.785714285714286,-0.0977784871995703,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
6,73,68,1,62,57,0.3125,20,7,7,3,29,2,"male",4,4,"Low","High",3,"High","7",1.17741935483871,0.293926581924854,1,"overestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
7,88,100,1,93,101,0.923076923076923,1,6,9,3,43,1,"female",9,7,"Low","High",2,"Medium","9",0.946236559139785,0.062743786225929,-1,"underestimate",0,0,3,2,"Compromise",NA,NA,NA,"Experiment 1"
7,62,75,0,84,75,1,2,7,7,3,43,1,"female",9,8,"High","High",3,"High","7",0.738095238095238,-0.145397534818618,-1,"underestimate",1,0,0,3,"Copy",4,"HH","1","Experiment 1"
7,57,61,1,58,66,0.444444444444444,3,5,8,3,43,1,"female",5,11,"Low","High",2,"Medium","8",0.982758620689655,0.0992658477757992,-1,"underestimate",0,0,3,2,"Compromise",NA,NA,NA,"Experiment 1"
7,77,88,1,79,93,0.6875,4,6,8,3,43,1,"female",44,8,"Low","High",2,"Medium","8",0.974683544303797,0.0911907713899415,-1,"underestimate",0,0,2,2,"Compromise",NA,NA,NA,"Experiment 1"
7,62,66,1,57,50,-0.333333333333333,5,4,9,3,43,1,"female",6,7,"Low","High",1,"Low","9",1.08771929824561,0.204226525331758,1,"overestimate",0,0,5,2,"Compromise",2,"LH","88","Experiment 1"
7,69,78,1,94,82,0.692307692307692,6,6,6,2,43,1,"female",8,7,"Low","Medium",2,"Medium","6",0.734042553191489,-0.149450219722367,-1,"underestimate",0,0,0,2,"Compromise",NA,NA,NA,"Experiment 1"
7,38,42,1,44,45,0.571428571428571,7,7,6,2,43,1,"female",6,8,"Low","Medium",3,"High","6",0.863636363636364,-0.0198564092774923,-1,"underestimate",0,0,-1,2,"Compromise",NA,NA,NA,"Experiment 1"
7,35,38,0,76,40,0.6,8,4,10,3,43,1,"female",6,9,"High","High",1,"Low","10",0.460526315789474,-0.422966457124382,-1,"underestimate",0,0,6,2,"Compromise",2,"LH","88","Experiment 1"
